Learn JLPT N2 Grammar: だけあって (dake atte) Meaning,"As expected of the world champion, they are really strong. They make their opponent look like a kid.",さすが世界チャンピオンだけあって強い。挑戦者がまるで子どものようだ。,さすがせかいチャンピオンだけあってつよい。ちょうせんしゃがまるでこどものようだ。,31
Learn JLPT N2 Grammar: だけあって (dake atte) Meaning,"As expected of a first-class hotel, everything was excellent.",ここは一流ホテルだけのことはあって快適だった。,ここはいちりゅうホテルだけのことはあってかいてきだった。,31
Learn JLPT N2 Grammar: だけあって (dake atte) Meaning,"As expected of someone who lived in America for 10 years, her English is very good.",彼女は10年アメリカに住んでいただけあって、英語がとても上手だ。,かのじょは10ねんアメリカにすんでいただけあって、えいごがとてもじょうずだ。,31
Learn JLPT N2 Grammar: だけましだ (dake mashi da) Meaning,"It's hot today, but I'm glad the humidity is low.",今日は暑いが、湿度が高くないだけましだ。,きょうはあついが、しつどがたかくないだけましだ。,35
Learn JLPT N2 Grammar: だけましだ (dake mashi da) Meaning,You should be grateful for even having a job. I got fired.,君は仕事があるだけましだよ。俺は首になってしまった。,きみはしごとがあるだけましだよ。おれはくびになってしまった。,35
Learn JLPT N2 Grammar: だけましだ (dake mashi da) Meaning,"My apartment is narrow and tall, but convenient, which I am grateful for.",僕のアパートは、狭くて高いけれど、便利なだけましだ。,ぼくのアパートは、せまくてたかいけれど、べんりなだけましだ。,35
Learn JLPT N2 Grammar: だけましだ (dake mashi da) Meaning,"I ran into a car and destroyed my bike, but I'm just glad there were no injuries.",車とぶつかって私の自転車が壊れてしまったが、怪我がなかっただけましだ。,くるまとぶつかってわたしのじてんしゃがこれてしまったが、けががなかっただけましだ。,35
Learn JLPT N2 Grammar: だけましだ (dake mashi da) Meaning,"Although my salary has gone down, I’m grateful they didn’t fire me.",給料が減ったけれど、首にならないだけましだ。,きゅうりょうがへったけれど、くびにならないだけましだ。,35
Learn JLPT N2 Grammar: だけましだ (dake mashi da) Meaning,"I have to work overtime everyday which is a bit rough, but at least the overtime pay is pretty good.",毎日残業で大変だが、残業代がしっかり出るだけましだ。,まいにちざんぎょうでたいへんだが、ざんぎょうだいがしっかりでるだけましだ。,35
Learn JLPT N2 Grammar: だけましだ (dake mashi da) Meaning,"My new part-time job has low pay, but at least they cover my travel expenses.",今度のアルバイト、時給は安いけど、交通費が出るだけましだ。,こんどのアルバイト、じきゅうはやすいけど、こうつうひがでるだけましだ。,35
Learn JLPT N2 Grammar: だけましだ (dake mashi da) Meaning,"In my cancer surgery I lost most of my savings, but I am grateful to be alive.",ガンの手術で貯金のほとんどが無くなってしまったが、命があるだけましだ。,ガンのしゅじゅつでちょきんのほとんどがなくなってしまったが、いのちがあるだけましだ。,35
Learn JLPT N2 Grammar: だけに (dake ni) Meaning,"The station is nearby, which is also why the rent is so high.",駅が近いだけに家賃も高い。,えきがちかいだけにやちんもたかい。,32
Learn JLPT N2 Grammar: だけに (dake ni) Meaning,"As one would expect of a 5-star hotel, the service is perfect.",このホテルは５つ星ホテルなだけに、サービスが充実している。,このホテルは５つぼしホテルなだけに、サービスがじゅうじつしている。,32
Learn JLPT N2 Grammar: だけに (dake ni) Meaning,"As expected of someone who has taught Japanese for 20 years, her teaching style is very good.",彼女は日本語を20年教えているだけに、教え方がとても上手だ。,かのじょはにほんごを20ねんおしえているだけに、おしえかたがとてもじょうずだ。,32
Learn JLPT N2 Grammar: だけに (dake ni) Meaning,"Tanaka spent his elementary school days in America, and as one would expect his English pronunciation is just like a native.",田中さんは小学校の時にアメリカで生活していただけに、英語の発音はネイティブのようだ。,田中さんはしょうがっこうのときにアメリカでせいかつしていただけに、えいごのはつおんはネイティブのようだ。,32
Learn JLPT N2 Grammar: だけに (dake ni) Meaning,"I studied very hard for the exam, so I was really shocked when I heard that I failed.",試験のために一生懸命勉強しただけに、不合格のショックは大きかった。,しけんのためにいっしょうけんめいべんきょうしただけに、ふごうかくのショックはおおきかった。,32
Learn JLPT N2 Grammar: だけに (dake ni) Meaning,"Precisely because they failed once already, this time they look like they are doing it very carefully from the start.",一度失敗しているだけに、今回は最初からかなり慎重にやっているようだ。,いちどしっぱいしているだけに、こんかいはさいしょからかなりしんちょうにやっているようだ。,32
Learn JLPT N2 Grammar: だけに (dake ni) Meaning,My brand new cellphone was stolen! I just bought it yesterday so this is a pretty big shock..,新しい携帯電話が盗まれてしまいました。昨日買ったばかりなだけに、本当にショックだ。,あたらしいけいたいでんわがぬすまれてしまいました。きのうかったばかりなだけに、ほんとうにショックだ。,32
Learn JLPT N2 Grammar: だけに (dake ni) Meaning,"Because my grades are bad, I have to work harder than others.",成績が悪いだけに、人一倍努力するよりほかはない。,せいせきがわるいだけに、ひといちばいどりょくするよりほかはない。,32
Learn JLPT N2 Grammar: だけのことはある (dake no koto wa aru) Meaning,Mr. Yamada is good at English. As expected of someone who studied abroad in America.,山田さんは英語が上手だ。アメリカに留学していただけのことはある。,やまださんはえいごがじょうずだ。アメリカにりゅうがくしていただけのことはある。,33
Learn JLPT N2 Grammar: だけのことはある (dake no koto wa aru) Meaning,This hotel has amazing service. As expected of a 5 star hotel.,このホテルはサービスが素晴らしい。5つ星ホテルだけのことはある。,このホテルはサービスがすばらしい。5つぼしホテルだけのことはある。,33
Learn JLPT N2 Grammar: だけのことはある (dake no koto wa aru) Meaning,"As expected of someone attending cooking classes, her homemade cooking is very delicious.",料理教室に通っているだけのことはある、彼女の手作り料理はとても美味しい。,りょうりきょうしつにかよっているだけのことはある、かのじょのてづくりりょうりはとてもおいしい。,33
Learn JLPT N2 Grammar: だけのことはある (dake no koto wa aru) Meaning,He has a lot of stamina and doesn't seem to ever get tired. As expected of someone so young.,彼は体力があって疲れ知らずだ。やっぱり若いだけのことはある。,かれはたいりょくがあってつかれしらずだ。やっぱりわかいだけのことはある。,33
Learn JLPT N2 Grammar: だけのことはある (dake no koto wa aru) Meaning,He did not go to university for nothing.,彼はさすが大学に行っただけのことはある。,かれはさすがだいがくにいっただけのことはある。,33
Learn JLPT N2 Grammar: だけのことはある (dake no koto wa aru) Meaning,It is worth the high price I paid for it.,高い金を出しただけのことはある。,たかいかねをだしただけのことはある。,33
Learn JLPT N2 Grammar: だけのことはある (dake no koto wa aru) Meaning,"You passed? That's awesome! It was a tough 3 years, but it shows you didn't just study for nothing.",合格したの？すごい！3年間大変だったけど、勉強しただけのことはあったね。,ごうかくしたの？すごい！3ねんかんたいへんだったけど、べんきょうしただけのことはあったね。,33
Learn JLPT N2 Grammar: だけのことはある (dake no koto wa aru) Meaning,This strawberry was sweet and very delicious. It wasn't expensive for no reason.,この苺は甘くて、とても美味しかったです。高かっただけのことはあるね。,このいちごはあまくて、とてもおいしかったです。たかかっただけのことはあるね。,33
Learn JLPT N2 Grammar: だけは (dake wa) Meaning,I ran as fast as my legs could carry me.,走れるだけは速く走った。,はしれるだけははやくはしった。,34
Learn JLPT N2 Grammar: だけは (dake wa) Meaning,I did everything I could to help you.,私はあなたを手伝えるだけは手伝ったよ。,わたしはあなたをてつだえるだけはてつだったよ。,34
Learn JLPT N2 Grammar: だけは (dake wa) Meaning,I told my parents everything there is to say about my boyfriend.,彼氏のことは親に話すだけは話しました。,かれしのことはおやにはなすだけははなしました。,34
Learn JLPT N2 Grammar: だけは (dake wa) Meaning,"I've memorized everything I need to know, so all that's left is to wait until the day of the test.",覚えるだけは覚えたのだから 、後は試験の日を待つだけだ。,おぼえるだけはおぼえたのだから、あとはしけんのひをまつだけだ。,34
Learn JLPT N2 Grammar: だけは (dake wa) Meaning,"I heard everything I could about him, but I don't think he is a bad person.",すべて彼のことを聞くだけは聞いたが彼は悪い人を思わないよ。,すべてかれのことをきくだけはきいたがかれはわるいひとをおもわないよ。,34
Learn JLPT N2 Grammar: だけは (dake wa) Meaning,"I've helped you as much as I can, but try to do the remaining part by yourself.",君を助けるだけは助けたが残る部分は自分で頑張ってください。,きみをたすけるだけはたすけたがのこるぶぶんはじぶんでがんばってください。,34
Learn JLPT N2 Grammar: だけは (dake wa) Meaning,"I've done all I can to express to my parents that I want to go to Japan, but regardless of their reaction I will definitely go.",日本へ行きたいことは両親と話すだけは話したがどんな反応でも必ず行きます。,にほんへいきたいことはりょうしんとはなすだけははなしたがどんなはんのうでもかならずいきます。,34
Learn JLPT N2 Grammar: だけは (dake wa) Meaning,"I did everything as close to the instructions as I possibly could, but I am not confident it will have a good result.",指示のとおりにやるだけはやった が 、いい結果が出るかどうか自信がない。,しじのとおりにやるだけはやった が 、いいけっかがでるかどうかじしんがない。,34
Learn JLPT N2 Grammar: だって (datte) Meaning,He is only human.,彼だって人間だ。,かれだってにんげんだ。,36
Learn JLPT N2 Grammar: だって (datte) Meaning,I miss you too.,私だってあなたに会いたい。,わたしだってあなたにあいたい。,36
Learn JLPT N2 Grammar: だって (datte) Meaning,Everybody knows that.,誰だってそんなことは知っているさ。,だれだってそんなことはしっているさ。,36
Learn JLPT N2 Grammar: だって (datte) Meaning,Even I read books every once in a while.,私だって本くらい読むよ。,わたしだってほんくらいよむよ。,36
Learn JLPT N2 Grammar: だって (datte) Meaning,"""Why are you upset?""""Because you broke your promise!""",「何を怒ってるの？」「だって、約束を破ったじゃん。』,「なにをおこってるの？」「だって、やくそくをやぶったじゃん。』,36
Learn JLPT N2 Grammar: だって (datte) Meaning,"""I heard you did good on your test?""""Yeah, but it was really easy.""",「テストの点、良かったんだって？」「うん、だって簡単だもん。」,「テストのてん、よかったんだって？」「うん、だってかんたんだもん。」,36
Learn JLPT N2 Grammar: だって (datte) Meaning,"""How long do you plan on sleeping? Hurry up and wake up!""""But I'm sleepy!""",「いつまで寝てるの。早く起きなさい。」「だって眠いんだもん。」,「いつまでねてるの。はやくおきなさい。」「だってねむいんだもん。」,36
Learn JLPT N2 Grammar: でしかない (de shika nai) Meaning,This idea is nothing more than a guess.,これらの考えは推測でしかない。,これらのかんがえはすいそくでしかない。,52
Learn JLPT N2 Grammar: でしかない (de shika nai) Meaning,This work is nothing but a waste of time.,この作業は時間の無駄でしかない。,このさぎょうはじかんのむだでしかない。,52
Learn JLPT N2 Grammar: でしかない (de shika nai) Meaning,Dreams are nothing more than dreams.,夢は夢でしかない。,ゆめはゆめでしかない。,52
Learn JLPT N2 Grammar: でしかない (de shika nai) Meaning,"If it doesn't heal with the medicine, then there is no choice but to have surgery.",もし薬で治らなかったら、手術でしかない。,もしくすりでなおらなかったら、しゅじゅつでしかない。,52
Learn JLPT N2 Grammar: でしかない (de shika nai) Meaning,"He might be a company president, but to his parents he’s only a kid.",彼は社長ですが、両親の目から見るといつまでも子供でしかない。,かれはしゃちょうですが、りょうしんのめからみるといつまでもこどもでしかない。,52
Learn JLPT N2 Grammar: でしかない (de shika nai) Meaning,"Though he said that his circumstances are no good, I think it’s just an excuse.",彼は都合が悪いと言っているが、それは口実でしかない。,かれはつごうがわるいといっているが、それはこうじつでしかない。,52
Learn JLPT N2 Grammar: でしかない (de shika nai) Meaning,"No matter how great you are, you’re merely a human being when you die.",どんな素晴らしい人でも死ぬときは一人の人間でしかない。,どんなすばらしいひとでもしぬときはひとりのにんげんでしかない。,52
Learn JLPT N2 Grammar: でしかない (de shika nai) Meaning,That is nothing more than your own delusion. Snap out of it.,それは君の錯覚でしかない。目を覚めてください。,それはきみのさっかくでしかない。めをさめてください。,52
Learn JLPT N2 Grammar: どころではない (dokoro dewa nai) Meaning,"He often makes mistakes, but he is no fool.",彼はよく間違いをするが、バカどころではない。,かれはよくまちがいをするが、バカどころではない。,64
Learn JLPT N2 Grammar: どころではない (dokoro dewa nai) Meaning,"There's a bunch of homework to do, this is no time to be watching TV.",宿題がたくさんあってテレビを見るどころではない。,しゅくだいがたくさんあってテレビをみるどころではない。,64
Learn JLPT N2 Grammar: どころではない (dokoro dewa nai) Meaning,I have a bad cold and can't even think about going out right now.,風邪がひどくて、遊びに行くどころじゃない。,かぜがひどくて、あそびにいくどころじゃない。,64
Learn JLPT N2 Grammar: どころではない (dokoro dewa nai) Meaning,She works at a cake shop so every year on Christmas she has no time to go on a date with her boyfriend.,彼女はケーキ屋で働いているから、毎年クリスマスは彼氏とデートどころではない。,かのじょはケーキやではたらいているから、まいとしクリスマスはかのじょとデートどころではない。,64
Learn JLPT N2 Grammar: どころではない (dokoro dewa nai) Meaning,There is no time to be helping other people with their work. You'll end up being late with your own work.,他人の仕事を手伝うどころではありません。自分の仕事も間に合わないんです。,たにんのしごとをてつだうどころではありません。じぶんのしごともまにあわないんです。,64
