ばこそ (ba koso),only because ~,We could only win because of our teamwork.,優勝できたのは、チーム全員の協力あればこそだ。,ゆうしょうできたのは、チームぜんいんのきょうりょくあればこそだ。,https://jlptsensei.com/wp-content/uploads/2021/04/ba-koso-%E3%81%B0%E3%81%93%E3%81%9D-jlpt-n1-grammar-meaning-%E6%96%87%E6%B3%95-%E4%BE%8B%E6%96%87-japanese-flashcards-600x338.png?ezimgfmt=ng%3Awebp%2Fngcb1%2Frs%3Adevice%2Frscb1-1,115
ばこそ (ba koso),only because ~,"Because I love my family, I’m not afraid to sacrifice myself.",家族を愛すればこそ、自分が犠牲になることなどは恐れない。,かぞくをあいすればこそ、じぶんがぎせいになることなどはおそれない。,https://jlptsensei.com/wp-content/uploads/2021/04/ba-koso-%E3%81%B0%E3%81%93%E3%81%9D-jlpt-n1-grammar-meaning-%E6%96%87%E6%B3%95-%E4%BE%8B%E6%96%87-japanese-flashcards-600x338.png?ezimgfmt=ng%3Awebp%2Fngcb1%2Frs%3Adevice%2Frscb1-1,115
ばこそ (ba koso),only because ~,I made my children pay for their own expenses because I think it’s good for them.,子供のためを思えばこそ、費用は子ども自身に用意させたのです。,こどものためをおもえばこそ、ひようはこどもじしんによういさせたのです。,https://jlptsensei.com/wp-content/uploads/2021/04/ba-koso-%E3%81%B0%E3%81%93%E3%81%9D-jlpt-n1-grammar-meaning-%E6%96%87%E6%B3%95-%E4%BE%8B%E6%96%87-japanese-flashcards-600x338.png?ezimgfmt=ng%3Awebp%2Fngcb1%2Frs%3Adevice%2Frscb1-1,115
ばこそ (ba koso),only because ~,Only if there are people who acknowledge their efforts will they be motivated.,自分の努力を認めてくれる人がいればこそ、やる気も出てくるというものだ。,じぶんのどりょくをみとめてくれる人がいればこそ、やるきもでてくるというものだ。,https://jlptsensei.com/wp-content/uploads/2021/04/ba-koso-%E3%81%B0%E3%81%93%E3%81%9D-jlpt-n1-grammar-meaning-%E6%96%87%E6%B3%95-%E4%BE%8B%E6%96%87-japanese-flashcards-600x338.png?ezimgfmt=ng%3Awebp%2Fngcb1%2Frs%3Adevice%2Frscb1-1,115
ばこそ (ba koso),only because ~,"The more busy you are, the better you will be at using your time.",忙しければこそ、時間の使い方が上手になってくるものだ。,いそがしければこそ、じかんのつかいかたがじょうずになってくるものだ。,https://jlptsensei.com/wp-content/uploads/2021/04/ba-koso-%E3%81%B0%E3%81%93%E3%81%9D-jlpt-n1-grammar-meaning-%E6%96%87%E6%B3%95-%E4%BE%8B%E6%96%87-japanese-flashcards-600x338.png?ezimgfmt=ng%3Awebp%2Fngcb1%2Frs%3Adevice%2Frscb1-1,115
ばこそ (ba koso),only because ~,You can walk home alone in the middle of the night only if the city is safe.,夜中に一人で歩いて帰れるのも、この街が安全であればこそだ。,よなかにひとりであるいてかえれるのも、このまちがあんぜんであればこそだ。,https://jlptsensei.com/wp-content/uploads/2021/04/ba-koso-%E3%81%B0%E3%81%93%E3%81%9D-jlpt-n1-grammar-meaning-%E6%96%87%E6%B3%95-%E4%BE%8B%E6%96%87-japanese-flashcards-600x338.png?ezimgfmt=ng%3Awebp%2Fngcb1%2Frs%3Adevice%2Frscb1-1,115
ばこそ (ba koso),only because ~,I can't agree to marry him because of my daughter's future.,娘の将来を思えばこそ、彼との結婚には賛成できない。,むすめのしょうらいをおもえばこそ、かれとのけっこんにはさんせいできない。,https://jlptsensei.com/wp-content/uploads/2021/04/ba-koso-%E3%81%B0%E3%81%93%E3%81%9D-jlpt-n1-grammar-meaning-%E6%96%87%E6%B3%95-%E4%BE%8B%E6%96%87-japanese-flashcards-600x338.png?ezimgfmt=ng%3Awebp%2Fngcb1%2Frs%3Adevice%2Frscb1-1,115
べくもない (beku mo nai),cannot possibly be ~,He just played every day without studying. There is no hope of passing N1.,彼は勉強をせずに毎日遊んでばかりいた。N１合格は望むべくもない。,かれはべんきょうをせずにまいにちあそんでばかりいた。N１ごうかくをのぞむべくもない。,https://jlptsensei.com/wp-content/uploads/2021/04/beku-mo-nai-べくもない-jlpt-n1-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,118
べくもない (beku mo nai),cannot possibly be ~,My grandfather's condition is only getting worse. There is no hope for recovery anymore.,祖父の病状は悪くなるばかりだ。回復はもう望むべくもない。,そふのびょうじょうはわるくなるばかりだ。かいふくはもうのぞむべくもない。,https://jlptsensei.com/wp-content/uploads/2021/04/beku-mo-nai-べくもない-jlpt-n1-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,118
べくもない (beku mo nai),cannot possibly be ~,"There is already a difference of 5 points, so I can't hope to win this match.",すでに5点も差があるので、この試合に勝つのは望むべくもない。,すでに5てんもさがあるので、このしあいにかつのはのぞむべくもない。,https://jlptsensei.com/wp-content/uploads/2021/04/beku-mo-nai-べくもない-jlpt-n1-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,118
べくもない (beku mo nai),cannot possibly be ~,"Born and raised in Tokyo, he doesn't know how difficult life in the countryside is.",東京生まれと育ちの彼には、田舎暮らしの大変さなど知るべくもない。,とうきょううまれとそだちのかれには、いなかくらしのたいへんさなどしるべくもない。,https://jlptsensei.com/wp-content/uploads/2021/04/beku-mo-nai-べくもない-jlpt-n1-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,118
べくもない (beku mo nai),cannot possibly be ~,"It's hard to compare with a professional, but I think his singing is the best at school.",プロとは比べるべくもないですが、彼の歌のうまさは学校の一番だと思います。,プロとはくらべるべくもないですが、からのうたのうまさはがっこうのいちばんだとおもいます。,https://jlptsensei.com/wp-content/uploads/2021/04/beku-mo-nai-べくもない-jlpt-n1-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,118
べくもない (beku mo nai),cannot possibly be ~,"It's hard to compare to the Beatles, but they are a pretty famous band in Japan.",ビートルズとは比べるべくもないが、彼らは日本ではかなり有名なバンドです。,ビートルズとはくらべるべくもないが、かれらはにほんではかなりゆうめいなバンドです。,https://jlptsensei.com/wp-content/uploads/2021/04/beku-mo-nai-べくもない-jlpt-n1-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,118
べくもない (beku mo nai),cannot possibly be ~,There is no doubt that the declining birthrate and aging population in Japanese society is a major problem.,日本社会における少子高齢化が大きな問題であることは疑うべくもない。,にほんしゃかいにおけるしょうしこうれいかがおおきなもんだいであることはうたがうべくもない。,https://jlptsensei.com/wp-content/uploads/2021/04/beku-mo-nai-べくもない-jlpt-n1-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,118
ぶり / っぷり (buri / ppuri),style; manner; way​,The teacher has been observing how hard that student has been trying.,先生はその生徒のがんばりぶりを見ていた。,せんせいはそのせいとのがんばりぶりをみていた。,https://jlptsensei.com/wp-content/uploads/2021/05/buri-ぶり-jlpt-n1-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,116
ぶり / っぷり (buri / ppuri),style; manner; way​,"From the way the director talks, there will probably be no bonus this year.",社長の話しぶり、今年のバーナスはないようだ。,しゃちょうのはなしぶり、ことしのバーナスはないようだ。,https://jlptsensei.com/wp-content/uploads/2021/05/buri-ぶり-jlpt-n1-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,116
ぶり / っぷり (buri / ppuri),style; manner; way​,Please watch how seniors work and remember the operations.,先輩の仕事ぶりを見ながら要領を覚えよう。,せんぱいのしごとぶりをみながらようりょうをおぼえよう。,https://jlptsensei.com/wp-content/uploads/2021/05/buri-ぶり-jlpt-n1-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,116
ぶり / っぷり (buri / ppuri),style; manner; way​,"Looking at his life, I'm worried about his future.",彼の生活ぶりを見ていると、将来が心配になる。,かれのせいかつぶりをみていると、しょうらいがしんぱいになる。,https://jlptsensei.com/wp-content/uploads/2021/05/buri-ぶり-jlpt-n1-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,116
ぶり / っぷり (buri / ppuri),style; manner; way​,My father got all panicked just because someone spoke to him in English.,父は、英語で話しかけられただけですごい慌てぶりだった。,ちちは、えいごではなしかけられただけですごいあわてぶりだった。,https://jlptsensei.com/wp-content/uploads/2021/05/buri-ぶり-jlpt-n1-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,116
ぶり / っぷり (buri / ppuri),style; manner; way​,"From a letter my daughter wrote me, I understand how she lives in Japan pretty well.",娘からの手紙で日本での暮らしぶりがよくわかった。,むすめからのてがみでにほんでのくらしぶりがよくわかった。,https://jlptsensei.com/wp-content/uploads/2021/05/buri-ぶり-jlpt-n1-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,116
ぶり / っぷり (buri / ppuri),style; manner; way​,The athlete’s great efforts were featured on television.,選手の活躍ぶりがテレビで紹介されていた。,せんしゅのかつやくぶりがテレビでしょうかいされていた。,https://jlptsensei.com/wp-content/uploads/2021/05/buri-ぶり-jlpt-n1-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,116
ぶり / っぷり (buri / ppuri),style; manner; way​,I could tell from the way she talked that her father was not in such good shape.,彼女の話しっぷりからお父さんの体調があまりよくないことが想像できた。,かのじょのはなしっぷりからおとうさんのたいちょうがあまりよくないことがそうぞうできた。,https://jlptsensei.com/wp-content/uploads/2021/05/buri-ぶり-jlpt-n1-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,116
ぶる / ぶって / ぶった (buru / butte / butta),assuming the air of; behaving like; to pretend / act like ~,"Though he pretends to be rich, in reality he is in serious debt.",彼は金持ちぶっているが、本当は借金がたくさんある。,かれはかねもちぶっているが、ほんとうはしゃっきんがたくさんある。,https://jlptsensei.com/wp-content/uploads/2021/06/buru-ぶる-jlpt-n1-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,117
ぶる / ぶって / ぶった (buru / butte / butta),assuming the air of; behaving like; to pretend / act like ~,Be careful of people who approach you and pretend to be nice.,親切ぶって近づいてくる人には気を付けてください。,しんせつぶってちかづいてくるひとにはきをつけてください。,https://jlptsensei.com/wp-content/uploads/2021/06/buru-ぶる-jlpt-n1-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,117
ぶる / ぶって / ぶった (buru / butte / butta),assuming the air of; behaving like; to pretend / act like ~,"Even though you're still a child, you're pretending to be an adult. What's wrong?",まだまだ子供のくせに大人ぶっちゃって、どうしたの？,まだまだこどものくせにおとなぶっちゃって、どうしたの？,https://jlptsensei.com/wp-content/uploads/2021/06/buru-ぶる-jlpt-n1-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,117
ぶる / ぶって / ぶった (buru / butte / butta),assuming the air of; behaving like; to pretend / act like ~,You keep acting like you're still young and wearing thin clothes so that's why you catch a cold.,若者ぶって薄着などするから風邪をひくんですよ。,わかものぶってうすぎなどするからかぜをひくんですよ。,https://jlptsensei.com/wp-content/uploads/2021/06/buru-ぶる-jlpt-n1-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,117
ぶる / ぶって / ぶった (buru / butte / butta),assuming the air of; behaving like; to pretend / act like ~,"My son acts tough, but he is actually quite weak and gentle.",息子は悪ぶっているが、実は気の弱い優しい子です。,むすこはわるぶっているが、じつはきのよわいやさしいこです。,https://jlptsensei.com/wp-content/uploads/2021/06/buru-ぶる-jlpt-n1-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,117
ぶる / ぶって / ぶった (buru / butte / butta),assuming the air of; behaving like; to pretend / act like ~,"My sister is always classy in front of everyone, but not at home.",姉はみんなの前では、いつも上品ぶっているけど、家ではそうでもありませんよ。,あねはみんなのまえでは、いつもじょうひんぶっているけど、いえではそうでもありませんよ。,https://jlptsensei.com/wp-content/uploads/2021/06/buru-ぶる-jlpt-n1-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,117
ぶる / ぶって / ぶった (buru / butte / butta),assuming the air of; behaving like; to pretend / act like ~,I hate my sister who always pretends to be a good girl in front of my parents.,両親の前ではいつもいい子ぶっている妹が嫌いです。,りょうしんのまえではいつもいいこぶっているいもうとがきらいです。,https://jlptsensei.com/wp-content/uploads/2021/06/buru-ぶる-jlpt-n1-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,117
だに / だにしない (dani / dani shinai),even; not even ~,I never imagined that such an accident would occur.,こんな事故が起きるとは想像だにしなかった。,こんなじこがおきるとはそうぞうだにしなかった。,https://jlptsensei.com/wp-content/uploads/2021/06/dani-だに-jlpt-n1-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,45
だに / だにしない (dani / dani shinai),even; not even ~,Even just thinking about her attitude the other day still upsets me.,この間の彼女の態度は思い出すだに腹が立つ。,このあいだのかのじょのたいどはおもいだすだにはらがたつ。,https://jlptsensei.com/wp-content/uploads/2021/06/dani-だに-jlpt-n1-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,45
だに / だにしない (dani / dani shinai),even; not even ~,No one expected it to end up like this.,こんな結末になるなんて、誰もが予想だにしなかった。,こんなけつまつになるなんて、だれもがよそうだにしなかった。,https://jlptsensei.com/wp-content/uploads/2021/06/dani-だに-jlpt-n1-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,45
だに / だにしない (dani / dani shinai),even; not even ~,I never dreamed that I would win 100 million yen in the lottery.,宝くじで１億円当たるなんて、夢にだに思わなかったよ。,たからくじで１おくえんあたるなんて、ゆめにだにおもわなかったよ。,https://jlptsensei.com/wp-content/uploads/2021/06/dani-だに-jlpt-n1-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,45
だに / だにしない (dani / dani shinai),even; not even ~,It's scary to think that the day will come when humans will be robbed of their jobs by robots.,人間がロボットに仕事を奪われる日が来るなんて、考えるだに恐ろしい。,にんげんがロボットにしごとをうばわれるひがくるなんて、かんがえるだにおそろしい。,https://jlptsensei.com/wp-content/uploads/2021/06/dani-だに-jlpt-n1-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,45
だに / だにしない (dani / dani shinai),even; not even ~,I didn't expect myself to be popular on Instagram.,Instagramで自分が人気者になるなんて予想だにしなかった。,Instagramでじぶんがにんきものになるなんてよそうだにしなかった。,https://jlptsensei.com/wp-content/uploads/2021/06/dani-だに-jlpt-n1-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,45
だに / だにしない (dani / dani shinai),even; not even ~,What if a big earthquake hits you while you're on the subway? It's scary to imagine.,地下鉄に乗っている時に大地震が起きたらどうだろう。想像するだに恐ろしい。,ちかてつにのっているときにおおじしんがおきたらどうだろう。そうぞうするだにおそろしい。,https://jlptsensei.com/wp-content/uploads/2021/06/dani-だに-jlpt-n1-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,45
だの～だの (dano~dano),and; and the like; and so forth ~,"My father really likes things like alcohol and cigarettes, so I really worry for his health.",父は酒だの、タバコだのが好きで、健康が心配です。,ちちはさけだの、タバコだのがすきで、けんこうがしんぱいです。,https://jlptsensei.com/wp-content/uploads/2018/03/danodano-%E3%81%A0%E3%81%AE%EF%BD%9E%E3%81%A0%E3%81%AE-jlpt-n1-grammar-meaning-%E6%96%87%E6%B3%95-%E4%BE%8B%E6%96%87-japanese-flashcards-600x338.png?ezimgfmt=ng%3Awebp%2Fngcb1%2Frs%3Adevice%2Frscb1-1,46
だの～だの (dano~dano),and; and the like; and so forth ~,Because you only eat sweets and ice cream you are going to get some cavities.,お菓子だの、アイスだの甘いものばかり食べてるから虫歯になるんだよ。,おかしだの、アイスだのあまいものばかりたべてるからむしばになるんだよ。,https://jlptsensei.com/wp-content/uploads/2018/03/danodano-%E3%81%A0%E3%81%AE%EF%BD%9E%E3%81%A0%E3%81%AE-jlpt-n1-grammar-meaning-%E6%96%87%E6%B3%95-%E4%BE%8B%E6%96%87-japanese-flashcards-600x338.png?ezimgfmt=ng%3Awebp%2Fngcb1%2Frs%3Adevice%2Frscb1-1,46
だの～だの (dano~dano),and; and the like; and so forth ~,My monthly allowance usually disappears from drinking parties and karaoke.,僕の毎月の小遣いは、飲み会だのカラオケだので消えていく。,ぼくのまいつきのこづかいは、のみかいだのカラオケだのできえていく。,https://jlptsensei.com/wp-content/uploads/2018/03/danodano-%E3%81%A0%E3%81%AE%EF%BD%9E%E3%81%A0%E3%81%AE-jlpt-n1-grammar-meaning-%E6%96%87%E6%B3%95-%E4%BE%8B%E6%96%87-japanese-flashcards-600x338.png?ezimgfmt=ng%3Awebp%2Fngcb1%2Frs%3Adevice%2Frscb1-1,46
だの～だの (dano~dano),and; and the like; and so forth ~,She often skips class by saying things like I've caught a cold or I've got a headache..,彼女は、風邪を引いただの、頭が痛いだのと言って、よく授業を休む。,かのじょは、かぜをひいただの、あたまがいたいだのといって、よくじゅぎょうをやすむ。,https://jlptsensei.com/wp-content/uploads/2018/03/danodano-%E3%81%A0%E3%81%AE%EF%BD%9E%E3%81%A0%E3%81%AE-jlpt-n1-grammar-meaning-%E6%96%87%E6%B3%95-%E4%BE%8B%E6%96%87-japanese-flashcards-600x338.png?ezimgfmt=ng%3Awebp%2Fngcb1%2Frs%3Adevice%2Frscb1-1,46
